"Step","meta_fed_r50_iid_20pct - test/weighted_auc","meta_fed_r50_iid_20pct - test/weighted_auc__MIN","meta_fed_r50_iid_20pct - test/weighted_auc__MAX"
"85","0.5769666300097538","0.5769666300097538","0.5769666300097538"
"86","0.5912800189607474","0.5912800189607474","0.5912800189607474"
"87","0.5287064771632458","0.5287064771632458","0.5287064771632458"
"88","0.5481573818146572","0.5481573818146572","0.5481573818146572"
"89","0.5923553259415619","0.5923553259415619","0.5923553259415619"
"90","0.5591580496117866","0.5591580496117866","0.5591580496117866"
"91","0.5904327003056936","0.5904327003056936","0.5904327003056936"
"92","0.602883922866636","0.602883922866636","0.602883922866636"
"93","0.5452541556381698","0.5452541556381698","0.5452541556381698"
"94","0.6137606286995301","0.6137606286995301","0.6137606286995301"
"95","0.5905825585302145","0.5905825585302145","0.5905825585302145"
"96","0.6088385769948835","0.6088385769948835","0.6088385769948835"
"97","0.5922877173402487","0.5922877173402487","0.5922877173402487"
"98","0.6162111548826305","0.6162111548826305","0.6162111548826305"
"99","0.5958663519598553","0.5958663519598553","0.5958663519598553"
"100","0.6061004537584928","0.6061004537584928","0.6061004537584928"
